MUNICIPI_CODI,"('No vacunat', 1, 'Total')","('No vacunat', 2, 'Total')","('No vacunat', 3, 'Total')","('vacunat', 1, 'Total')","('vacunat', 2, 'Total')","('vacunat', 3, 'Total')",Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. 65 anys o més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. 65 anys o més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. 65 anys o més,Total. Total,Homes. Total,Dones. Total,P Total. De 0 a 14 anys,P Total. De 15 a 64 anys,P Total. 65 anys o més,P Homes. De 0 a 14 anys,P Homes. De 15 a 64 anys,P Homes. 65 anys o més,P Dones. De 0 a 14 anys,P Dones. De 15 a 64 anys,P Dones. 65 anys o més
25020,0.0273972602739726,0.00980392156862745,0.011494252873563218,0.9726027397260274,0.9901960784313726,0.9885057471264368,Almatret,9.0,108.0,56.0,5.0,72.0,60.0,14.0,180.0,116.0,310.0,173.0,137.0,0.04516129032258064,0.5806451612903226,0.3741935483870968,0.05202312138728324,0.6242774566473989,0.3236994219653179,0.0364963503649635,0.5255474452554745,0.43795620437956206
25021,0.02603631380609798,0.03120411160058737,0.053125,0.9739636861939021,0.9687958883994127,0.946875,Almenar,223.0,1195.0,360.0,196.0,945.0,446.0,419.0,2140.0,806.0,3365.0,1778.0,1587.0,0.12451708766716196,0.6359583952451708,0.23952451708766717,0.12542182227221596,0.6721034870641169,0.20247469066366705,0.12350346565847511,0.5954631379962193,0.2810333963453056
25023,0.014318543397560545,0.02987037384933308,0.051043338683788124,0.9856814566024394,0.9701296261506669,0.9489566613162119,Alpicat,560.0,2163.0,436.0,543.0,2077.0,495.0,1103.0,4240.0,931.0,6274.0,3159.0,3115.0,0.17580490914886834,0.6758049091488684,0.1483901817022633,0.1772712883823995,0.6847103513770181,0.13801836024058245,0.17431781701444624,0.6667736757624398,0.15890850722311398
25024,0.07234042553191489,0.014018691588785047,0.02631578947368421,0.9276595744680851,0.985981308411215,0.9736842105263158,Alt Àneu,26.0,161.0,63.0,14.0,125.0,41.0,40.0,286.0,104.0,430.0,250.0,180.0,0.09302325581395349,0.6651162790697674,0.24186046511627907,104,644,252,0.07777777777777778,0.6944444444444444,0.22777777777777777
25025,0.02702702702702703,0.011711711711711712,0.02411873840445269,0.972972972972973,0.9882882882882883,0.9758812615955473,Naut Aran,157.0,707.0,149.0,123.0,676.0,129.0,280.0,1383.0,278.0,1941.0,1013.0,928.0,0.14425553838227717,0.7125193199381762,0.1432251416795466,0.1549851924975321,0.6979269496544916,0.14708785784797632,0.13254310344827586,0.728448275862069,0.13900862068965517
25027,0.036468330134357005,0.016251354279523293,0.028846153846153848,0.963531669865643,0.9837486457204767,0.9711538461538461,Anglesola,106.0,436.0,144.0,118.0,382.0,170.0,224.0,818.0,314.0,1356.0,686.0,670.0,0.16519174041297935,0.6032448377581121,0.23156342182890854,0.15451895043731778,0.6355685131195336,0.2099125364431487,0.1761194029850746,0.5701492537313433,0.2537313432835821
25029,0.018570624648283626,0.029498525073746312,0.04780114722753346,0.9814293753517164,0.9705014749262537,0.9521988527724665,Arbeca,123.0,728.0,263.0,116.0,613.0,298.0,239.0,1341.0,561.0,2141.0,1114.0,1027.0,0.11163007940214853,0.6263428304530593,0.26202709014479214,0.11041292639138241,0.6535008976660682,0.23608617594254938,0.11295034079844206,0.5968841285296982,0.2901655306718598
25033,0.030564263322884012,0.01838879159369527,0.02826379542395693,0.969435736677116,0.9816112084063048,0.971736204576043,Artesa de Lleida,88.0,585.0,135.0,88.0,460.0,169.0,176.0,1045.0,304.0,1525.0,808.0,717.0,0.11540983606557377,0.6852459016393443,0.19934426229508198,0.10891089108910891,0.724009900990099,0.1670792079207921,0.12273361227336123,0.6415620641562064,0.23570432357043236
25034,0.06156775626785148,0.02724014336917563,0.0461445051608986,0.9384322437321485,0.9727598566308244,0.9538554948391014,Artesa de Segre,245.0,1186.0,341.0,241.0,1027.0,401.0,486.0,2213.0,742.0,3441.0,1772.0,1669.0,0.14123801220575413,0.6431269979657076,0.2156349898285382,0.13826185101580135,0.6693002257336343,0.19243792325056433,0.14439784301977232,0.6153385260635111,0.2402636309167166
25035,0.01948051948051948,0.0036900369003690036,0.005952380952380952,0.9805194805194806,0.996309963099631,0.9940476190476191,"Sentiu de Sió, la",23.0,136.0,63.0,26.0,115.0,63.0,49.0,251.0,126.0,426.0,222.0,204.0,0.11502347417840375,0.5892018779342723,0.29577464788732394,0.1036036036036036,0.6126126126126126,0.28378378378378377,0.12745098039215685,0.5637254901960784,0.3088235294117647
25037,0.04854368932038835,0.007067137809187279,0.011049723756906077,0.9514563106796117,0.9929328621908127,0.988950276243094,"Avellanes i Santa Linya, les",23.0,146.0,81.0,30.0,99.0,68.0,53.0,245.0,149.0,447.0,250.0,197.0,0.1185682326621924,0.5480984340044742,0.3333333333333333,92,584,324,0.15228426395939088,0.5025380710659898,0.34517766497461927
25038,0.029411764705882353,0.014176663031624863,0.026236125126135216,0.9705882352941176,0.9858233369683751,0.9737638748738647,Aitona,212.0,853.0,246.0,174.0,698.0,310.0,386.0,1551.0,556.0,2493.0,1311.0,1182.0,0.15483353389490573,0.6221419975932612,0.22302446851183313,0.16170861937452327,0.6506483600305111,0.18764302059496568,0.14720812182741116,0.5905245346869712,0.2622673434856176
25039,0.02252252252252252,0.058823529411764705,0.08759124087591241,0.9774774774774775,0.9411764705882353,0.9124087591240876,Baix Pallars,20.0,122.0,42.0,15.0,98.0,45.0,35.0,220.0,87.0,342.0,184.0,158.0,0.1023391812865497,0.6432748538011696,0.2543859649122807,0.10869565217391304,0.6630434782608695,0.22826086956521738,0.0949367088607595,0.620253164556962,0.2848101265822785
25040,0.02572436207731139,0.012592475995592633,0.024161884627000908,0.9742756379226886,0.9874075240044073,0.9758381153729991,Balaguer,1502.0,6128.0,1288.0,1404.0,5325.0,1762.0,2906.0,11453.0,3050.0,17409.0,8918.0,8491.0,0.16692515365615487,0.657878109024068,0.17519673731977714,0.1684234133213725,0.6871495851087688,0.14442700156985872,0.16535154869862206,0.6271346131197739,0.20751383818160404
25041,0.007425742574257425,0.009602194787379973,0.01643192488262911,0.9925742574257426,0.99039780521262,0.9835680751173709,Barbens,59.0,362.0,97.0,60.0,246.0,119.0,119.0,608.0,216.0,943.0,518.0,425.0,0.1261930010604454,0.6447507953340403,0.22905620360551432,0.1138996138996139,0.6988416988416989,0.18725868725868725,0.1411764705882353,0.5788235294117647,0.28
25043,0.0624048706240487,0.018518518518518517,0.03353658536585366,0.9375951293759512,0.9814814814814815,0.9664634146341463,"Vall de Boí, la",63.0,393.0,106.0,61.0,356.0,81.0,124.0,749.0,187.0,1060.0,562.0,498.0,0.1169811320754717,0.7066037735849057,0.17641509433962263,0.11209964412811388,0.699288256227758,0.18861209964412812,0.12248995983935743,0.714859437751004,0.16265060240963855
25046,0.014150943396226415,0.0025575447570332483,0.0036231884057971015,0.9858490566037735,0.9974424552429667,0.9963768115942029,Belianes,25.0,147.0,85.0,24.0,159.0,81.0,49.0,306.0,166.0,521.0,257.0,264.0,0.09404990403071017,0.5873320537428023,0.31861804222648754,0.09727626459143969,0.5719844357976653,0.33073929961089493,0.09090909090909091,0.6022727272727273,0.3068181818181818
25047,0.033783783783783786,0.007261410788381743,0.011400651465798045,0.9662162162162162,0.9927385892116183,0.988599348534202,Bellcaire d'Urgell,75.0,408.0,146.0,70.0,347.0,179.0,145.0,755.0,325.0,1225.0,629.0,596.0,0.11836734693877551,0.6163265306122448,0.2653061224489796,0.1192368839427663,0.6486486486486487,0.23211446740858505,0.1174496644295302,0.5822147651006712,0.30033557046979864
25048,0.011995637949836423,0.011085180863477246,0.018536585365853658,0.9880043620501636,0.9889148191365228,0.9814634146341463,Bell-lloc d'Urgell,157.0,782.0,216.0,173.0,734.0,267.0,330.0,1516.0,483.0,2329.0,1155.0,1174.0,0.14169171318162302,0.6509231429798197,0.20738514383855733,0.13593073593073593,0.677056277056277,0.18701298701298702,0.14735945485519591,0.6252129471890971,0.227427597955707
25050,0.016310590397427063,0.00795687885010267,0.014084507042253521,0.9836894096025729,0.9920431211498973,0.9859154929577465,Bellpuig,370.0,1951.0,416.0,400.0,1476.0,538.0,770.0,3427.0,954.0,5151.0,2737.0,2414.0,0.14948553678897303,0.6653077072413124,0.18520675596971461,0.1351845085860431,0.7128242601388382,0.15199123127511874,0.16570008285004142,0.6114333057166529,0.22286661143330572
25051,0.035858877964141125,6,0.010135135135135136,0.9641411220358589,994,0.9898648648648649,Bellver de Cerdanya,163.0,727.0,216.0,134.0,661.0,234.0,297.0,1388.0,450.0,2135.0,1106.0,1029.0,0.13911007025761124,0.6501170960187354,0.2107728337236534,0.14737793851717904,0.6573236889692586,0.19529837251356238,0.13022351797862003,0.6423712342079689,0.22740524781341107
25052,0.01808219178082192,0.026004728132387706,0.04154863078375826,0.9819178082191781,0.9739952718676123,0.9584513692162417,Bellvís,162.0,758.0,233.0,135.0,648.0,322.0,297.0,1406.0,555.0,2258.0,1153.0,1105.0,0.13153232949512844,0.6226749335695305,0.245792736935341,0.14050303555941024,0.6574154379878577,0.202081526452732,0.12217194570135746,0.5864253393665159,0.2914027149321267
25053,0.017813765182186234,0.010628875110717449,0.019736842105263157,0.9821862348178138,0.9893711248892826,0.9802631578947368,Benavent de Segrià,102.0,594.0,114.0,107.0,491.0,125.0,209.0,1085.0,239.0,1533.0,810.0,723.0,0.13633398564905413,0.7077625570776256,0.15590345727332028,0.1259259259259259,0.7333333333333333,0.14074074074074075,0.1479944674965422,0.6791147994467497,0.17289073305670816
25056,0.02857142857142857,0.014634146341463415,0.01910828025477707,0.9714285714285714,0.9853658536585366,0.9808917197452229,Bovera,13.0,89.0,45.0,10.0,56.0,48.0,23.0,145.0,93.0,261.0,147.0,114.0,0.08812260536398467,0.5555555555555556,0.3563218390804598,0.08843537414965986,0.6054421768707483,0.30612244897959184,0.08771929824561403,0.49122807017543857,0.42105263157894735
25057,0.05714285714285714,0.006993006993006993,0.012658227848101266,0.9428571428571428,0.993006993006993,0.9873417721518988,"Bòrdes, Es",20.0,112.0,26.0,18.0,85.0,24.0,38.0,197.0,50.0,285.0,158.0,127.0,0.13333333333333333,0.6912280701754386,0.17543859649122806,0.12658227848101267,0.7088607594936709,0.16455696202531644,0.14173228346456693,0.6692913385826772,0.1889763779527559
25058,0.02928949357520786,0.051106639839034206,0.08244076598506979,0.9707105064247922,0.9488933601609658,0.9175592340149302,"Borges Blanques, les",502.0,2054.0,611.0,459.0,1831.0,738.0,961.0,3885.0,1349.0,6195.0,3167.0,3028.0,0.15512510088781276,0.6271186440677966,0.21775625504439064,0.15850963056520367,0.6485633091253552,0.19292706030944112,0.15158520475561427,0.6046895640686922,0.24372523117569353
25059,0.023255813953488372,0.012165450121654502,0.020080321285140562,0.9767441860465116,0.9878345498783455,0.9799196787148594,Bossòst,61.0,395.0,90.0,78.0,377.0,119.0,139.0,772.0,209.0,1120.0,546.0,574.0,0.12410714285714286,0.6892857142857143,0.18660714285714286,0.11172161172161173,0.7234432234432234,0.16483516483516483,0.13588850174216027,0.6567944250871081,0.2073170731707317
25062,0.03169014084507042,0.009784735812133072,0.014619883040935672,0.9683098591549296,0.9902152641878669,0.9853801169590644,Camarasa,46.0,248.0,114.0,39.0,220.0,140.0,85.0,468.0,254.0,807.0,408.0,399.0,0.10532837670384139,0.5799256505576208,0.31474597273853777,0.11274509803921569,0.6078431372549019,0.27941176470588236,0.09774436090225563,0.5513784461152882,0.3508771929824561
25067,0.006944444444444444,0.023289665211062592,0.03587443946188341,0.9930555555555556,0.9767103347889374,0.9641255605381166,Castelldans,51.0,326.0,104.0,52.0,251.0,116.0,103.0,577.0,220.0,900.0,481.0,419.0,0.11444444444444445,0.6411111111111111,0.24444444444444444,0.10602910602910603,0.6777546777546778,0.21621621621621623,0.12410501193317422,0.5990453460620525,0.27684964200477324
25068,0.020872865275142316,0.014736842105263158,0.023178807947019868,0.9791271347248577,0.9852631578947368,0.9768211920529801,Castellnou de Seana,51.0,221.0,87.0,49.0,180.0,104.0,100.0,401.0,191.0,692.0,359.0,333.0,0.14450867052023122,0.5794797687861272,0.27601156069364163,0.14206128133704735,0.6155988857938719,0.24233983286908078,0.14714714714714713,0.5405405405405406,0.3123123123123123
25069,0.0213903743315508,0.002932551319648094,0.0045871559633027525,0.9786096256684492,0.9970674486803519,0.9954128440366973,Castelló de Farfanya,34.0,186.0,67.0,32.0,137.0,73.0,66.0,323.0,140.0,529.0,287.0,242.0,0.12476370510396975,0.610586011342155,0.2646502835538752,0.11846689895470383,0.6480836236933798,0.23344947735191637,0.1322314049586777,0.5661157024793388,0.30165289256198347
25070,0.007594936708860759,0.006720430107526882,0.0102880658436214,0.9924050632911392,0.9932795698924731,0.9897119341563786,Castellserà,58.0,315.0,125.0,56.0,265.0,157.0,114.0,580.0,282.0,976.0,498.0,478.0,0.1168032786885246,0.5942622950819673,0.2889344262295082,0.11646586345381527,0.6325301204819277,0.25100401606425704,0.11715481171548117,0.5543933054393305,0.3284518828451883
25072,0.016218254966054814,0.029298486932599725,0.05745886161316428,0.9837817450339452,0.9707015130674003,0.9425411383868357,Cervera,790.0,3287.0,686.0,736.0,2954.0,875.0,1526.0,6241.0,1561.0,9328.0,4763.0,4565.0,0.1635934819897084,0.6690608919382505,0.16734562607204118,0.16586185177409196,0.6901112744068865,0.14402687381902163,0.16122672508214678,0.6470974808324206,0.19167579408543264
25073,0.02099236641221374,0.01603206412825651,0.025078369905956112,0.9790076335877863,0.9839679358717435,0.9749216300940439,Cervià de les Garrigues,33.0,226.0,95.0,33.0,181.0,97.0,66.0,407.0,192.0,665.0,354.0,311.0,0.09924812030075188,0.6120300751879699,0.2887218045112782,0.09322033898305085,0.6384180790960452,0.268361581920904,0.10610932475884244,0.5819935691318328,0.31189710610932475
25077,0.12442396313364056,0.03591160220994475,0.05752212389380531,0.8755760368663594,0.9640883977900553,0.9424778761061947,Coll de Nargó,29.0,170.0,81.0,29.0,163.0,76.0,58.0,333.0,157.0,548.0,280.0,268.0,0.10583941605839416,0.6076642335766423,0.2864963503649635,0.10357142857142858,0.6071428571428571,0.2892857142857143,0.10820895522388059,0.6082089552238806,0.2835820895522388
25078,0.010647010647010647,0.023169601482854494,0.039619651347068144,0.9893529893529893,0.9768303985171455,0.9603803486529319,Corbins,116.0,599.0,124.0,103.0,393.0,164.0,219.0,992.0,288.0,1499.0,839.0,660.0,0.14609739826551035,0.6617745163442295,0.19212808539026016,0.13825983313468415,0.7139451728247914,0.14779499404052443,0.15606060606060607,0.5954545454545455,0.24848484848484848
25079,0.02040816326530612,0.0036496350364963502,0.005434782608695652,0.9795918367346939,0.9963503649635036,0.9945652173913043,Cubells,15.0,118.0,49.0,19.0,103.0,53.0,34.0,221.0,102.0,357.0,182.0,175.0,0.09523809523809523,0.6190476190476191,0.2857142857142857,0.08241758241758242,0.6483516483516484,0.2692307692307692,0.10857142857142857,0.5885714285714285,0.3028571428571429
25081,0.04938271604938271,0.043859649122807015,0.06535947712418301,0.9506172839506173,0.956140350877193,0.934640522875817,"Espluga Calba, l'",15.0,94.0,56.0,21.0,82.0,60.0,36.0,176.0,116.0,328.0,165.0,163.0,0.10975609756097561,0.5365853658536586,0.35365853658536583,0.09090909090909091,0.5696969696969697,0.3393939393939394,0.12883435582822086,0.5030674846625767,0.36809815950920244
25082,0.008547008547008548,0.004524886877828055,0.008064516129032258,0.9914529914529915,0.995475113122172,0.9919354838709677,Espot,17.0,139.0,40.0,18.0,118.0,34.0,35.0,257.0,74.0,366.0,196.0,170.0,0.09562841530054644,0.7021857923497268,0.20218579234972678,0.08673469387755102,0.7091836734693877,0.20408163265306123,0.10588235294117647,0.6941176470588235,0.2
25086,0.07514450867052024,0.019736842105263157,0.0345821325648415,0.9248554913294798,0.9802631578947368,0.9654178674351584,Esterri d'Àneu,56.0,298.0,52.0,56.0,297.0,73.0,112.0,595.0,125.0,832.0,406.0,426.0,0.1346153846153846,0.7151442307692307,0.1502403846153846,0.13793103448275862,0.7339901477832512,0.12807881773399016,0.13145539906103287,0.6971830985915493,0.17136150234741784
25093,0.01951219512195122,0.025134649910233394,0.04216867469879518,0.9804878048780488,0.9748653500897666,0.9578313253012049,Fondarella,50.0,267.0,73.0,65.0,245.0,81.0,115.0,512.0,154.0,781.0,390.0,391.0,0.147247119078105,0.6555697823303457,0.19718309859154928,0.1282051282051282,0.6846153846153846,0.18717948717948718,0.16624040920716113,0.6265984654731458,0.2071611253196931
25096,0.03260869565217391,0.010319917440660475,0.017953321364452424,0.967391304347826,0.9896800825593395,0.9820466786355476,"Fuliola, la",102.0,413.0,120.0,102.0,348.0,162.0,204.0,761.0,282.0,1247.0,635.0,612.0,0.1635926222935044,0.6102646351242983,0.22614274258219727,0.16062992125984252,0.6503937007874016,0.1889763779527559,0.16666666666666666,0.5686274509803921,0.2647058823529412
25099,0.005405405405405406,0.019955654101995565,0.03638814016172507,0.9945945945945946,0.9800443458980045,0.9636118598382749,Golmés,135.0,633.0,163.0,160.0,580.0,184.0,295.0,1213.0,347.0,1855.0,931.0,924.0,0.15902964959568733,0.6539083557951483,0.18706199460916442,0.14500537056928034,0.6799140708915145,0.17508055853920515,0.17316017316017315,0.6277056277056277,0.19913419913419914
25101,0.031825795644891124,0.025225225225225224,0.03617571059431524,0.9681742043551089,0.9747747747747748,0.9638242894056848,"Granadella, la",45.0,241.0,99.0,32.0,181.0,107.0,77.0,422.0,206.0,705.0,385.0,320.0,0.10921985815602837,0.5985815602836879,0.29219858156028367,0.11688311688311688,0.625974025974026,0.2571428571428571,0.1,0.565625,0.334375
25102,0.012465373961218837,0.004629629629629629,0.007194244604316547,0.9875346260387812,0.9953703703703703,0.9928057553956835,"Granja d'Escarp, la",48.0,375.0,100.0,59.0,224.0,125.0,107.0,599.0,225.0,931.0,523.0,408.0,0.11493018259935553,0.6433941997851772,0.24167561761546724,0.09177820267686425,0.7170172084130019,0.19120458891013384,0.14460784313725492,0.5490196078431373,0.30637254901960786
25109,0.05825242718446602,0.005319148936170213,0.00847457627118644,0.941747572815534,0.9946808510638298,0.9915254237288136,Guimerà,8.0,85.0,48.0,15.0,55.0,52.0,23.0,140.0,100.0,263.0,141.0,122.0,0.08745247148288973,0.532319391634981,0.38022813688212925,0.05673758865248227,0.6028368794326241,0.3404255319148936,0.12295081967213115,0.45081967213114754,0.4262295081967213
25110,0.01959128525586894,0.032202743902439025,0.07281344248168893,0.980408714744131,0.967797256097561,0.927186557518311,Guissona,711.0,2896.0,310.0,653.0,2324.0,397.0,1364.0,5220.0,707.0,7291.0,3917.0,3374.0,0.18707996159648882,0.7159511726786449,0.09696886572486628,0.18151646668368648,0.7393413326525402,0.0791422006637733,0.1935388263189093,0.6887966804979253,0.11766449318316538
25112,0.1,0.028846153846153848,0.05,0.9,0.9711538461538461,0.95,Ivars de Noguera,17.0,118.0,40.0,18.0,95.0,47.0,35.0,213.0,87.0,335.0,175.0,160.0,0.1044776119402985,0.6358208955223881,0.25970149253731345,0.09714285714285714,0.6742857142857143,0.22857142857142856,0.1125,0.59375,0.29375
25113,0.017474185861795076,0.013769363166953529,0.02200825309491059,0.982525814138205,0.9862306368330465,0.9779917469050894,Ivars d'Urgell,97.0,523.0,198.0,107.0,388.0,240.0,204.0,911.0,438.0,1553.0,818.0,735.0,0.1313586606567933,0.5866065679330328,0.28203477141017386,0.11858190709046455,0.6393643031784841,0.24205378973105135,0.145578231292517,0.527891156462585,0.32653061224489793
25115,0.05121951219512195,0.017082785808147174,0.02462121212121212,0.948780487804878,0.9829172141918529,0.9753787878787878,Isona i Conca Dellà,59.0,347.0,172.0,55.0,258.0,169.0,114.0,605.0,341.0,1060.0,578.0,482.0,0.10754716981132076,0.5707547169811321,0.32169811320754715,0.10207612456747404,0.6003460207612457,0.2975778546712803,0.11410788381742738,0.5352697095435685,0.3506224066390041
25118,0.01597444089456869,0.006688963210702341,0.009900990099009901,0.9840255591054313,0.9933110367892977,0.9900990099009901,Juncosa,11.0,142.0,53.0,24.0,103.0,64.0,35.0,245.0,117.0,397.0,206.0,191.0,0.08816120906801007,0.6171284634760705,0.2947103274559194,0.05339805825242718,0.6893203883495146,0.25728155339805825,0.1256544502617801,0.5392670157068062,0.33507853403141363
25119,0.02199223803363519,0.03753069098561908,0.061247853463079566,0.9780077619663649,0.9624693090143809,0.9387521465369204,Juneda,276.0,1287.0,353.0,247.0,996.0,410.0,523.0,2283.0,763.0,3569.0,1916.0,1653.0,0.14653964695993277,0.6396749789857102,0.21378537405435696,0.1440501043841336,0.6717118997912317,0.18423799582463465,0.14942528735632185,0.6025408348457351,0.24803387779794314
25120,0.027772917031222658,0.021818789020102602,0.037999224505622334,0.9722270829687774,0.9781812109798974,0.9620007754943777,Lleida,10876.0,47841.0,10673.0,10274.0,45484.0,14932.0,21150.0,93325.0,25605.0,140080.0,69390.0,70690.0,0.15098515134209023,0.666226442033124,0.18278840662478585,0.15673728202911083,0.6894509295287505,0.15381178844213864,0.14533880322535012,0.6434290564436271,0.21123214033102278
25121,0.031654676258992806,0.01818181818181818,0.03333333333333333,0.9683453237410072,0.9818181818181818,0.9666666666666667,Les,55.0,366.0,54.0,72.0,342.0,77.0,127.0,708.0,131.0,966.0,475.0,491.0,0.13146997929606624,0.7329192546583851,0.13561076604554864,0.11578947368421053,0.7705263157894737,0.11368421052631579,0.14663951120162932,0.6965376782077393,0.15682281059063136
25122,0.016902695294655094,0.022278481012658228,0.03767123287671233,0.983097304705345,0.9777215189873417,0.9623287671232876,Linyola,202.0,908.0,270.0,201.0,830.0,313.0,403.0,1738.0,583.0,2724.0,1380.0,1344.0,0.14794419970631426,0.6380323054331865,0.21402349486049926,0.1463768115942029,0.6579710144927536,0.1956521739130435,0.14955357142857142,0.6175595238095238,0.23288690476190477
25125,0.0,0.017142857142857144,0.022641509433962263,1.0,0.9828571428571429,0.9773584905660377,Llardecans,26.0,131.0,72.0,14.0,106.0,80.0,40.0,237.0,152.0,429.0,229.0,200.0,0.09324009324009325,0.5524475524475524,0.3543123543123543,0.11353711790393013,0.5720524017467249,0.314410480349345,0.07,0.53,0.4
25126,0.013333333333333334,0.014634146341463415,25,0.9866666666666667,0.9853658536585366,975,Llavorsí,21.0,117.0,38.0,19.0,110.0,40.0,40.0,227.0,78.0,345.0,176.0,169.0,0.11594202898550725,0.6579710144927536,0.22608695652173913,0.11931818181818182,0.6647727272727273,0.2159090909090909,0.11242603550295859,0.650887573964497,0.23668639053254437
25127,0.07428571428571429,0.0472972972972973,0.07777777777777778,0.9257142857142857,0.9527027027027027,0.9222222222222223,Lles de Cerdanya,25.0,98.0,41.0,16.0,78.0,30.0,41.0,176.0,71.0,288.0,164.0,124.0,0.1423611111111111,0.6111111111111112,0.2465277777777778,0.1524390243902439,0.5975609756097561,0.25,0.12903225806451613,0.6290322580645161,0.24193548387096775
25130,0.06565656565656566,0.005952380952380952,0.008064516129032258,0.9343434343434344,0.9940476190476191,0.9919354838709677,Maldà,16.0,72.0,32.0,8.0,63.0,46.0,24.0,135.0,78.0,237.0,120.0,117.0,0.10126582278481013,0.569620253164557,0.3291139240506329,0.13333333333333333,0.6,0.26666666666666666,0.06837606837606838,0.5384615384615384,0.39316239316239315
25131,0.0391304347826087,0.024691358024691357,0.03636363636363636,0.9608695652173913,0.9753086419753086,0.9636363636363636,Massalcoreig,22.0,262.0,60.0,33.0,145.0,77.0,55.0,407.0,137.0,599.0,344.0,255.0,0.09181969949916527,0.679465776293823,0.2287145242070117,0.06395348837209303,0.7616279069767442,0.1744186046511628,0.12941176470588237,0.5686274509803921,0.30196078431372547
25133,0.025380710659898477,0.01282051282051282,0.020642201834862386,0.9746192893401016,0.9871794871794872,0.9793577981651376,Maials,39.0,341.0,130.0,49.0,232.0,135.0,88.0,573.0,265.0,926.0,510.0,416.0,0.09503239740820735,0.6187904967602592,0.2861771058315335,0.07647058823529412,0.6686274509803921,0.2549019607843137,0.11778846153846154,0.5576923076923077,0.3245192307692308
25134,0.014657980456026058,0.0035335689045936395,0.005555555555555556,0.9853420195439739,0.9964664310954063,0.9944444444444445,Menàrguens,33.0,299.0,96.0,38.0,214.0,109.0,71.0,513.0,205.0,789.0,428.0,361.0,0.08998732572877059,0.6501901140684411,0.2598225602027883,0.07710280373831775,0.6985981308411215,0.22429906542056074,0.10526315789473684,0.592797783933518,0.30193905817174516
25135,0.008920606601248885,0.015399422521655439,0.026936026936026935,0.9910793933987511,0.9846005774783445,0.9730639730639731,Miralcamp,112.0,452.0,149.0,104.0,402.0,147.0,216.0,854.0,296.0,1366.0,713.0,653.0,0.1581259150805271,0.6251830161054173,0.21669106881405564,0.1570827489481066,0.6339410939691444,0.20897615708274894,0.15926493108728942,0.6156202143950995,0.225114854517611
25137,0.012775076238358196,0.034242812671671854,0.0650661099512874,0.9872249237616418,0.9657571873283282,0.9349338900487126,Mollerussa,1285.0,5277.0,900.0,1266.0,4608.0,1209.0,2551.0,9885.0,2109.0,14545.0,7462.0,7083.0,0.1753867308353386,0.679614987968374,0.14499828119628738,0.17220584293755026,0.7071830608415974,0.12061109622085232,0.17873782295637441,0.650571791613723,0.17069038542990259
25138,0.028688524590163935,0.008908685968819599,0.012944983818770227,0.9713114754098361,0.9910913140311804,0.9870550161812298,Montgai,36.0,208.0,102.0,24.0,171.0,114.0,60.0,379.0,216.0,655.0,346.0,309.0,0.0916030534351145,0.5786259541984733,0.3297709923664122,0.10404624277456648,0.6011560693641619,0.2947976878612717,0.07766990291262135,0.5533980582524272,0.36893203883495146
25139,0.030805687203791468,0.0026666666666666666,0.00423728813559322,0.9691943127962085,0.9973333333333333,0.9957627118644068,Montellà i Martinet,40.0,214.0,74.0,27.0,173.0,68.0,67.0,387.0,142.0,596.0,328.0,268.0,0.11241610738255034,0.6493288590604027,0.23825503355704697,0.12195121951219512,0.6524390243902439,0.22560975609756098,0.10074626865671642,0.6455223880597015,0.2537313432835821
25140,0.0728476821192053,0.04299065420560748,0.08098591549295775,0.9271523178807947,0.9570093457943926,0.9190140845070423,Montferrer i Castellbò,93.0,379.0,116.0,81.0,313.0,99.0,174.0,692.0,215.0,1081.0,588.0,493.0,0.16096207215541167,0.6401480111008325,0.19888991674375578,0.15816326530612246,0.6445578231292517,0.19727891156462585,0.1643002028397566,0.6348884381338742,0.20081135902636918
25142,0.05102040816326531,0.014367816091954023,0.024271844660194174,0.9489795918367347,0.985632183908046,0.9757281553398058,Montoliu de Lleida,37.0,166.0,56.0,32.0,134.0,68.0,69.0,300.0,124.0,493.0,259.0,234.0,0.13995943204868155,0.6085192697768763,0.2515212981744422,0.14285714285714285,0.640926640926641,0.21621621621621623,0.13675213675213677,0.5726495726495726,0.2905982905982906
25146,0.031914893617021274,0.011428571428571429,0.020202020202020204,0.9680851063829787,0.9885714285714285,0.9797979797979798,Navès,21.0,97.0,30.0,21.0,96.0,28.0,42.0,193.0,58.0,293.0,148.0,145.0,0.14334470989761092,0.658703071672355,0.19795221843003413,0.14189189189189189,0.6554054054054054,0.20270270270270271,0.14482758620689656,0.6620689655172414,0.19310344827586207
25149,0.060995184590690206,0.060834298957126304,0.0936663693131133,0.9390048154093098,0.9391657010428737,0.9063336306868867,Oliana,102.0,568.0,259.0,114.0,545.0,269.0,216.0,1113.0,528.0,1857.0,929.0,928.0,0.11631663974151858,0.5993537964458805,0.284329563812601,0.10979547900968784,0.6114101184068891,0.27879440258342303,0.12284482758620689,0.5872844827586207,0.28987068965517243
